3=x+12,1,5
12=-4+4y,2,2
10=-2q,1,4
2x-6=4+3x,3,1
12=2-5y,2,4
11y-7=12y+9,3,5
-4s=20,1,3
9x=-7-5x,3,5
15=3x,1,4
9+7x=-6x-5,3,1
-3-5k=-6-7k,3,2
s-3=-7,1,1
1-11k=3,2,4
12=5x+2,2,5
10+y=8,1,3
10c-5=-6,2,2
1-x=3,2,4
b+8=48,1,4
-9t+8=1+3t,3,2
x-7+3=5,2,1
5c-8=c+6,3,3
-10+8q=8+2q,3,3
7+v=-3-4v,3,4
-7-2n=2,2,2
a-6=9,1,1
9r-4=10-5r,3,4
10t=6,1,2
10=-4-4y,2,3
2x+3=11,2,3
